Rk,Player,Year,Class,School,G,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD
8216,Glenn Winston,2009,SO,Michigan State,6,21,503,24,0
8217,Dustin Woods,2009,SR,Miami (OH),7,8,125,15.6,0
8218,Demaundray Woolridge,2009,SR,Idaho,12,1,3,3,0
8219,Aundre Wright,2009,SO,Pittsburgh,6,2,42,21,0
8220,Kendall Wright,2009,SO,Baylor,12,1,8,8,0
8221,Leon Wright,2009,SR,Duke,12,1,20,20,0
8222,William Wright,2009,SO,Arizona,9,1,33,33,0
8223,Marcus Yarbrough,2009,JR,San Diego State,12,1,1,1,0
8224,Ronnie Yell,2009,FR,San Jose State,7,1,20,20,0
8225,Terrell Zachery,2009,JR,Auburn,10,4,65,16.3,0
8226,Austin Zouzalik,2009,SO,Texas Tech,12,3,63,21,0
8227,D.J. Banks,2009,FR,Tulane,11,18,343,19.1,0
8228,Laquentin Black,2009,JR,Tulsa,6,4,36,9,0
8229,Travis Burks,2009,SR,Tulane,12,1,21,21,0
8230,Alex Green,2009,JR,Hawaii,13,1,17,17,0
8231,Payten Jason,2009,FR,Tulane,5,8,158,19.8,0
8232,Damaris Johnson,2009,SO,Tulsa,12,46,1131,24.6,0
8233,Mana Lolotai,2009,JR,Hawaii,7,3,25,8.3,0
8234,Kealoha Pilares,2009,JR,Hawaii,13,7,156,22.3,0
8235,Adam Podet,2009,SO,Tulane,5,1,12,12,0
8236,Joshua Rice,2009,SR,Hawaii,6,1,15,15,0
8237,Kaipo Sarkissian,2009,SR,Tulsa,9,2,24,12,0
8238,Jovonte Taylor,2009,JR,Hawaii,11,37,918,24.8,0
8239,Jamad Williams,2009,JR,Tulsa,11,3,47,15.7,0
8240,Jeremy Williams,2009,SR,Tulane,12,20,483,24.2,1
8241,Akeem Auguste,2009,SO,South Carolina,9,1,15,15,0
8242,Kenjon Barner,2009,FR,Oregon,12,37,898,24.3,1
8243,Damarlo Belcher,2009,SO,Indiana,12,1,0,0,0
8244,Jereme Brooks,2009,JR,Utah,12,5,113,22.6,0
8245,Matt Brown,2009,FR,Temple,9,13,316,24.3,0
8246,Chris Bullock,2009,SR,Bowling Green State,12,1,11,11,0
8247,Mitch Burroughs,2009,FR,Boise State,9,2,17,8.5,0
8248,Justin Byers,2009,SO,North Carolina State,10,1,15,15,0
8249,Darius Carey,2009,FR,North Texas,12,7,114,16.3,0
8250,Justin Carrington,2009,SR,Indiana,12,1,0,0,0
8251,Dawaylon Cook,2009,SO,North Texas,12,2,47,23.5,0
8252,Chris Culliver,2009,JR,South Carolina,11,26,585,22.5,0
8253,Tandon Doss,2009,SO,Indiana,12,25,533,21.3,0
8254,Lance Dunbar,2009,SO,North Texas,12,4,57,14.3,0
8255,Garrett Embry,2009,SO,Oregon,9,1,22,22,0
8256,Jamelle Eugene,2009,SR,North Carolina State,10,3,23,7.7,0
8257,Ray Fisher,2009,SR,Indiana,9,17,635,37.4,2
8258,Travis Freeman,2009,FR,Ball State,12,1,15,15,0
8259,Torieal Gibson,2009,SO,Ball State,11,11,176,16,0
8260,T.J. Graham,2009,SO,North Carolina State,7,23,574,25,1
8261,Maurice Greer,2009,SR,Troy,9,8,186,23.3,0
8262,Kee-Ayre Griffin,2009,SO,Temple,9,8,183,22.9,0
8263,John Haley,2009,SR,Temple,12,1,7,7,0
8264,Chris Harris,2009,SO,Utah State,6,1,14,14,0
8265,Dujuan Harris,2009,JR,Troy,12,1,11,11,0
8266,Royce Hill,2009,SO,North Texas,12,15,395,26.3,0
8267,Adrian Hodges,2009,JR,Bowling Green State,10,1,14,14,0
8268,Talmadge Jackson III,2009,JR,Oregon,11,2,32,16,0
8269,Jamaal Jackson,2009,JR,North Texas,12,17,463,27.2,0
8270,LaMichael James,2009,FR,Oregon,12,2,43,21.5,0
8271,Eugene Jarvis,2009,SR,Kent State,2,1,17,17,0
8272,Alshon Jeffery,2009,FR,South Carolina,10,1,35,35,0
8273,Jerrel Jernigan,2009,JR,Troy,12,32,740,23.1,0
8274,Clem Johnson,2009,SR,North Carolina State,11,24,489,20.4,0
8275,Leonard Johnson,2009,SO,Iowa State,12,17,347,20.4,0
8276,Joe Jones,2009,SO,Temple,11,2,22,11,0
8277,Alex Joseph,2009,SR,Temple,12,3,25,8.3,0
8278,Jameson Konz,2009,SR,Kent State,9,1,0,0,0
8279,Kevin Kroboth,2009,SO,Temple,10,4,109,27.3,0
8280,Josh Lenz,2009,FR,Iowa State,10,8,226,28.3,0
8281,Taylor Mansfield,2009,JR,Iowa State,5,5,28,5.6,0
8282,Doug Martin,2009,SO,Boise State,12,6,178,29.7,0
8283,Jordan Martin,2009,JR,Temple,11,1,13,13,0
8284,Derek McBryde,2009,SR,Kent State,7,3,42,14,0
8285,Demetrius McCray,2009,SR,Indiana,9,4,91,22.8,0
8286,David McDowell,2009,SR,Troy,10,5,37,7.4,0
8287,Anthony Mirando,2009,SR,Kent State,12,1,0,0,0
8288,Keith Morgan,2009,SO,Bowling Green State,12,1,41,41,1
8289,Kejon Murphy,2009,SR,Utah State,12,1,17,17,0
8290,James Nixon,2009,SO,Temple,12,17,497,29.2,2
8291,Bernard Pierce,2009,FR,Temple,11,1,23,23,0
8292,Nick Polk,2009,SR,Indiana,11,1,29,29,0
8293,David Reed,2009,SR,Utah,12,8,161,20.1,0
8294,Chip Reeves,2009,SO,Troy,11,3,54,18,0
8295,Omar Sawyer,2009,SR,Utah State,11,3,47,15.7,0
8296,James Schneider,2009,SR,Bowling Green State,12,1,6,6,0
8297,David Sims,2009,JR,Iowa State,12,18,427,23.7,0
8298,Ira Smith,2009,JR,North Texas,11,10,197,19.7,0
8299,Michael Smith,2009,JR,Utah State,11,5,109,21.8,0
8300,Rashard Smith,2009,FR,North Carolina State,5,1,24,24,0
8301,Shaky Smithson,2009,JR,Utah,9,20,467,23.4,0
8302,Shawn Southward,2009,FR,Troy,12,2,35,17.5,0
8303,Walter Thurmond III,2009,SR,Oregon,4,7,194,27.7,0
8304,Charlie Todd,2009,JR,Ball State,12,6,87,14.5,0
8305,James Washington,2009,FR,North Carolina State,4,6,132,22,0
8306,Seth White,2009,FR,Ball State,3,1,19,19,0
8307,Eric Williams,2009,FR,Ball State,12,34,812,23.9,0
8308,Roger Williams,2009,SR,Bowling Green State,12,42,895,21.3,0
8309,Bryan Willis,2009,FR,Troy,11,1,38,38,1
8310,Kyle Wilson,2009,SR,Boise State,12,2,32,16,0
8311,Titus Young,2009,JR,Boise State,13,28,779,27.8,2
8312,Chris Prummer,2008,SO,Washington State,1,1,14,14,0
8313,Kendrick Bruton,2008,FR,Miami (OH),1,1,5,5,0
8314,Rob Reiland,2008,FR,Miami (OH),1,1,0,0,0
8315,Michael Bowman,2008,FR,East Carolina,2,6,178,29.7,0
8316,Andrew Fritze,2008,JR,Florida,1,1,14,14,0
8317,Josh Bagby,2008,JR,Georgia,2,2,26,13,0
8318,John Lubischer,2008,SO,UCF,2,1,3,3,0
8319,Devin Perez,2008,SR,Virginia Tech,2,1,7,7,0
8320,Correy Earls,2008,SO,Georgia Tech,3,1,5,5,0
8321,Taylor Echols,2008,FR,Tulane,3,7,155,22.1,0
8322,Aaron Gehring,2008,SO,Washington State,1,2,17,8.5,0
8323,Moses Hinton,2008,SR,Florida International,1,1,11,11,0
8324,Byron McLeod,2008,SO,Middle Tennessee State,2,1,1,1,0
8325,Mark Faldowski,2008,SR,Army,1,1,7,7,0
8326,Bryce McNaul,2008,FR,Northwestern,3,1,6,6,0
8327,D.J. Monroe,2008,FR,Texas,1,1,5,5,0
8328,Joe Paolini,2008,SR,Army,2,1,6,6,0
8329,Kellen Bartlett,2008,FR,Utah State,3,2,15,7.5,0
8330,Trase Jones,2008,SO,North Carolina,3,1,15,15,0
8331,J.T. McDonald,2008,FR,Tulane,6,1,20,20,0
8332,Kyle Mitchell,2008,JR,Baylor,2,2,23,11.5,0
8333,Richard Torres,2008,FR,Hawaii,4,1,25,25,0
8334,Alex Germany,2008,FR,San Jose State,2,2,54,27,0
8335,Joe Halahuni,2008,FR,Oregon State,2,1,3,3,0
8336,Ryan McFadyen,2008,SR,Duke,1,1,20,20,0
8337,Dennis Morris,2008,JR,Louisiana Tech,4,2,14,7,0
8338,Nathan Nolin,2008,JR,Troy,3,3,40,13.3,0
8339,J.R. Rogers,2008,JR,East Carolina,5,1,36,36,0
8340,Alex Square,2008,JR,Colorado State,4,1,18,18,0
8341,Javier Estopinan,2008,SR,Florida,2,2,14,7,0
8342,Earl Goldsmith,2008,SR,Missouri,4,2,22,11,0
8343,Ryan Graves,2008,SR,UCLA,4,2,65,32.5,0
8344,Jonas Gray,2008,FR,Notre Dame,3,2,9,4.5,0
8345,Ben Hendy,2008,JR,Utah,1,1,9,9,0
8346,Chris Owusu,2008,FR,Stanford,5,14,326,23.3,0
8347,J.R. Taylor,2008,FR,Miami (OH),7,1,21,21,0
8348,Marcus Wright,2008,FR,Georgia Tech,4,7,164,23.4,0
8349,Howard Bowens,2008,SO,Kent State,2,1,14,14,0
8350,Alfonzo Dennard,2008,,Nebraska,4,5,98,19.6,0
8351,Ryan Hale,2008,JR,Texas Tech,4,3,52,17.3,0
8352,Patrick Hill,2008,JR,Miami (FL),3,1,9,9,0
8353,Adrian Hodges,2008,SO,Bowling Green State,4,1,31,31,0
8354,Avery Horn,2008,FR,Michigan,3,5,104,20.8,0
8355,Clem Johnson,2008,JR,North Carolina State,5,5,86,17.2,0
8356,Clevon Kirkland,2008,SO,Ohio,2,1,10,10,0
8357,Ricky Kovatch,2008,FR,West Virginia,2,1,8,8,0
8358,Todd Lee,2008,FR,New Mexico State,5,1,27,27,0
8359,Brandon Lopez,2008,SR,Arizona,2,1,11,11,0
8360,Jason Schepler,2008,FR,Northern Illinois,4,4,57,14.3,0
8361,Joel Scipio,2008,JR,Ohio,1,1,11,11,0
8362,T.J. Scranton,2008,JR,Baylor,3,1,19,19,0
8363,Brad Taylor,2008,SO,Baylor,4,1,0,0,0
8364,Dervon Wallace,2008,FR,Western Michigan,4,1,9,9,0
8365,Lavorick Williams,2008,FR,New Mexico State,3,2,37,18.5,0
8366,Spike McDaniel,2008,SR,Middle Tennessee State,2,1,12,12,0
8367,Vincent Abbott,2008,FR,San Jose State,4,1,5,5,0
8368,Boyblue Aoelua,2008,FR,New Mexico State,3,1,8,8,0
8369,Antwon Bailey,2008,FR,Syracuse,7,2,23,11.5,0
8370,Dawaylon Cook,2008,FR,North Texas,7,26,506,19.5,0
8371,David Farmer,2008,SR,Hawaii,9,3,29,9.7,0
8372,L.J. Flintall,2008,JR,Ohio,6,13,368,28.3,1
8373,Brian Fludd,2008,SR,Nevada,9,24,530,22.1,0
8374,Deantae Green,2008,FR,Nevada,1,1,9,9,0
8375,Tyler Holland,2008,JR,Wisconsin,3,1,12,12,0
8376,Delano Howell,2008,FR,Stanford,8,11,284,25.8,0
8377,Derek McBryde,2008,JR,Kent State,5,14,289,20.6,0
8378,Rodney McLeod,2008,FR,Virginia,9,7,136,19.4,0
8379,Justin Morales,2008,FR,Idaho,1,1,5,5,0
8380,Adam Olsheski,2008,SO,Ohio,1,1,5,5,0
8381,Cory Paredes,2008,FR,Hawaii,4,1,7,7,0
8382,Isaiah Pead,2008,FR,Cincinnati,5,1,21,21,0
8383,Andrew Pendy,2008,JR,Michigan State,4,1,11,11,0
8384,Talaiasi Puloka,2008,JR,Nevada,2,1,0,0,0
8385,Deante' Purvis,2008,FR,Nevada-Las Vegas,6,18,422,23.4,0
8386,Matt Ritter,2008,SR,Ohio,4,1,8,8,0
8387,Patrick Robinson,2008,JR,Florida State,8,4,112,28,0
8388,James Rogers,2008,SO,Michigan,5,1,24,24,0
8389,Eric Thomas,2008,FR,Indiana,2,1,0,0,0
8390,Alex Thompson,2008,JR,UCF,7,1,3,3,0
8391,Chaz Thompson,2008,SR,Louisville,3,3,34,11.3,0
8392,Taylor Kavanaugh,2008,JR,Oregon State,2,1,0,0,0
8393,Royce Adams,2008,JR,Purdue,6,5,94,18.8,0
8394,Austin Barrick,2008,SO,Georgia Tech,2,1,8,8,0
8395,David Blackburn,2008,FR,Central Michigan,1,1,7,7,0
8396,Jake Bradford,2008,JR,Vanderbilt,2,1,1,1,0
8397,Aaron Brown,2008,SR,Texas Christian,9,15,479,31.9,1
8398,Chad Clemens,2008,SO,Ohio,5,3,19,6.3,0
8399,Audie Cole,2008,FR,North Carolina State,6,2,5,2.5,0
8400,Dominique Dade,2008,FR,Tulane,10,2,36,18,0
8401,Charles Davis,2008,JR,Tulsa,10,1,23,23,0
8402,Rashad Evans,2008,FR,Fresno State,9,4,77,19.3,0
8403,Torieal Gibson,2008,FR,Ball State,8,21,461,22,0
8404,Nelson Hurst,2008,FR,Mississippi State,4,1,0,0,0
8405,Alvin Jordan,2008,SO,Louisiana-Monroe,3,3,25,8.3,0
8406,Nick Lamantia,2008,SR,Texas A&M,5,1,1,1,0
8407,Wade Leppert,2008,FR,Iowa,5,2,24,12,0
8408,Jeravin Matthews,2008,FR,Northwestern,5,6,139,23.2,0
8409,Preston Parker,2008,JR,Florida State,10,8,162,20.3,0
8410,Wilfred Rivera,2008,SR,Florida Atlantic,2,1,15,15,0
8411,Richard Sheppard,2008,SR,Temple,3,2,18,9,0
8412,Luke Shivers,2008,FR,Texas Christian,4,1,5,5,0
8413,Aaron Valentin,2008,JR,Purdue,10,16,411,25.7,0
8414,Chastin West,2008,JR,Fresno State,10,13,249,19.2,0
8415,Josh Williams,2008,FR,Eastern Michigan,1,1,10,10,0
8416,Hansen Sekona,2008,JR,Kansas State,8,1,16,16,0
8417,James Aldridge,2008,JR,Notre Dame,11,1,15,15,0
8418,Marcus Anderson,2008,JR,New Mexico State,12,22,522,23.7,0
8419,Matt Barella,2008,JR,Wyoming,6,1,12,12,0
8420,Josh Barton,2008,JR,Southern Mississippi,2,3,46,15.3,0
8421,Hannibal Beauford,2008,FR,Central Michigan,6,7,136,19.4,0
8422,Matt Bubis,2008,JR,Vanderbilt,1,1,2,2,0
8423,C.J. Cox,2008,FR,Nevada-Las Vegas,9,1,7,7,0
8424,Lennon Creer,2008,SO,Tennessee,11,6,104,17.3,0
8425,Robbie Deheck,2008,FR,North Texas,7,2,13,6.5,0
8426,Matt Desormeaux,2008,SO,Louisiana,9,1,13,13,0
8427,Antonio Fenelus,2008,FR,Wisconsin,8,2,36,18,0
8428,Julius Fleming,2008,FR,New Mexico State,9,11,181,16.5,0
8429,Chris Harris,2008,FR,Utah State,6,14,281,20.1,0
8430,Tory Harrison,2008,JR,Southern Mississippi,8,13,265,20.4,0
8431,Seddrick Holloway,2008,JR,Florida State,5,2,28,14,0
8432,Victor Johnson,2008,FR,Oklahoma State,8,8,205,25.6,0
8433,Junior Keiaho,2008,FR,Utah State,7,1,2,2,0
8434,Brandon Kirksey,2008,FR,Minnesota,6,1,12,12,0
8435,Dan Lawlor,2008,SR,Penn State,5,1,15,15,0
8436,Drew McAllister,2008,FR,USC,8,1,21,21,0
8437,Geoffrey McCullough,2008,JR,Louisiana,7,1,13,13,0
8438,Denarius Moore,2008,SO,Tennessee,9,2,49,24.5,0
8439,David Muniz,2008,JR,Florida Atlantic,4,1,22,22,0
8440,Wes Neiman,2008,SO,New Mexico State,6,1,14,14,0
8441,Mike Neuhaus,2008,JR,Wyoming,7,1,16,16,0
8442,Brad Ohrman,2008,SO,Eastern Michigan,9,1,5,5,0
8443,John Mark Patrick,2008,SO,Troy,5,1,10,10,0
8444,Dan Persa,2008,FR,Northwestern,2,1,15,15,0
8445,Marcel Posey,2008,FR,Idaho,4,1,9,9,0
8446,Chip Reeves,2008,FR,Troy,5,1,6,6,0
8447,Jeremy Ross,2008,SO,California,10,17,337,19.8,0
8448,Robert Siavii,2008,FR,Idaho,8,1,1,1,0
8449,Jonathan Simpson,2008,FR,Memphis,2,1,10,10,0
8450,Jordan Stephany,2008,SO,Tulane,6,1,14,14,0
8451,Hunter Teafatiller,2008,SR,Nebraska,4,1,16,16,0
8452,Jared Tew,2008,SO,Air Force,5,1,7,7,0
8453,Jordan Todman,2008,FR,Connecticut,10,11,239,21.7,0
8454,Lester Troutman,2008,JR,Kent State,3,4,38,9.5,0
8455,Bryant Ward,2008,SO,Oklahoma State,5,1,11,11,0
8456,George West,2008,JR,Notre Dame,2,1,33,33,0
8457,Chris Williams,2008,SR,New Mexico State,12,16,409,25.6,1
8458,Glenn Winston,2008,FR,Michigan State,6,16,364,22.8,0
8459,Walt Winter,2008,SR,Washington,3,2,17,8.5,0
8460,Ed Young,2008,FR,Buffalo,6,10,136,13.6,0
8461,Chris Quaye,2008,SR,Rutgers,3,1,6,6,0
8462,Johnny White,2008,SO,North Carolina,10,14,360,25.7,0
8463,Kyle Adams,2008,JR,Purdue,1,1,3,3,0
8464,Armando Allen,2008,SO,Notre Dame,12,19,427,22.5,0
8465,Geoff Amato,2008,FR,UTEP,3,2,28,14,0
8466,Isaac Anderson,2008,SO,Wisconsin,8,3,36,12,0
8467,Nathan Austin,2008,FR,Tulane,9,7,148,21.1,0
8468,Donald Booker,2008,JR,Oklahoma State,11,2,23,11.5,0
8469,Nigel Bradham,2008,FR,Florida State,10,2,36,18,0
8470,Taylor Bradley,2008,SO,Central Michigan,6,4,54,13.5,0
8471,Lionel Breaux,2008,SO,Ole Miss,9,2,44,22,0
8472,Logan Brock,2008,FR,Texas Christian,1,1,15,15,0
8473,Roland Bruno,2008,JR,New Mexico,9,1,23,23,0
8474,Travis Burks,2008,JR,Tulane,11,17,350,20.6,0
8475,Chris Butler,2008,SO,SMU,7,12,206,17.2,0
8476,Marquis Butler,2008,FR,Utah State,10,2,44,22,0
8477,Nigel Carr,2008,FR,Florida State,4,1,0,0,0
8478,Dimitrous Chattman,2008,SR,San Jose State,3,2,12,6,0
8479,Jahre Cheeseman,2008,JR,Virginia Tech,2,1,18,18,0
8480,Boubacar Cissoko,2008,FR,Michigan,9,20,467,23.4,0
8481,Taylor Clements,2008,JR,Arkansas State,6,1,26,26,0
8482,Evan Davis,2008,SO,UTEP,10,1,13,13,0
8483,Tristan Davis,2008,SR,Auburn,10,24,657,27.4,2
8484,Alfonzo Denard,2008,FR,Nebraska,1,2,21,10.5,0
8485,Chad Diehl,2008,FR,Clemson,3,2,24,12,0
8486,Mitch Doyle,2008,JR,Louisiana-Monroe,6,1,6,6,0
8487,Lance Dunbar,2008,FR,North Texas,5,4,51,12.8,0
8488,Caleb Dyck,2008,SO,UAB,4,2,16,8,0
8489,Taiwan Easterling,2008,FR,Florida State,11,7,141,20.1,0
8490,Courtney Edmonson,2008,JR,Marshall,7,6,119,19.8,0
8491,Mike Evans,2008,SR,Army,3,3,21,7,0
8492,Clint Floyd,2008,FR,Arizona State,4,2,21,10.5,0
8493,Junior Fonua,2008,JR,Utah,4,3,46,15.3,0
8494,Tyson Gale,2008,FR,Marshall,3,3,25,8.3,0
8495,Michael Ray Garvin,2008,SR,Florida State,11,18,591,32.8,1
8496,Marcus Gilchrist,2008,SO,Clemson,10,1,46,46,0
8497,Kee-Ayre Griffin,2008,FR,Temple,10,1,30,30,0
8498,Dan Gronkowski,2008,SR,Maryland,10,1,4,4,0
8499,Trent Guy,2008,JR,Louisville,8,13,324,24.9,1
8500,Brett Hamlin,2008,JR,Buffalo,11,1,8,8,0
8501,Greg Harris,2008,SO,Toledo,11,33,710,21.5,0
8502,Montel Harris,2008,FR,Boston College,11,13,273,21,0
8503,Nic Harris,2008,SR,Oklahoma,11,1,6,6,0
8504,Victor Harris,2008,SR,Virginia Tech,11,2,31,15.5,0
8505,Andrew Hawken,2008,JR,Michigan State,8,4,33,8.3,0
8506,Patrick Henderson,2008,JR,Oregon State,7,10,281,28.1,0
8507,Mario Henry,2008,JR,Buffalo,6,6,162,27,0
8508,Keegan Herring,2008,SR,Arizona State,9,2,41,20.5,0
8509,Jamere Holland,2008,SO,Oregon,5,9,160,17.8,0
8510,Jerry Housey,2008,SO,Buffalo,8,1,0,0,0
8511,Talmadge Jackson III,2008,SO,Oregon,10,5,59,11.8,0
8512,Ernest Jackson,2008,SR,Buffalo,11,13,330,25.4,1
8513,Rashawn Jackson,2008,JR,Virginia,9,1,5,5,0
8514,A.J. Jimmerson,2008,JR,Michigan State,9,9,214,23.8,0
8515,Leonard Johnson,2008,FR,Iowa State,11,40,1055,26.4,0
8516,Brian King,2008,SR,Tulane,11,3,37,12.3,0
8517,Casey Kjos,2008,SO,Oregon State,7,1,0,0,0
8518,Jake La Mar,2008,SR,Baylor,11,4,66,16.5,0
8519,Thomas Lawson,2008,SR,Nebraska,3,3,31,10.3,0
8520,Mike Ledgerwood,2008,FR,Washington State,8,1,0,0,0
8521,Colt Mahan,2008,SR,North Texas,9,3,43,14.3,0
8522,Marquis Maze,2008,SO,Alabama,8,1,19,19,0
8523,Princeton McCarty,2008,FR,Idaho,10,9,169,18.8,0
8524,Andrew McCloud,2008,JR,Western Kentucky,6,6,169,28.2,0
8525,Omar McDonnaugh-Hale,2008,SR,Temple,5,2,31,15.5,0
8526,Andy McIntosh,2008,SR,Nevada,6,1,0,0,0
8527,Jeremy Mitchell,2008,JR,Utah State,6,1,11,11,0
8528,Laron Moore,2008,SO,Texas Tech,8,7,148,21.1,0
8529,Matt Mosley,2008,SO,Washington,5,7,178,25.4,0
8530,Mark Moundros,2008,SO,Michigan,6,1,1,1,0
8531,Kevin Moyd,2008,JR,Colorado,7,1,22,22,0
8532,Kevin Norrell,2008,FR,Washington State,11,16,296,18.5,0
8533,Derek Pegues,2008,SR,Mississippi State,11,31,708,22.8,0
8534,Troy Pollard,2008,FR,Illinois,4,1,26,26,0
8535,Antoine Powers,2008,SR,UAB,9,3,44,14.7,0
8536,Bobby Rainey,2008,FR,Western Kentucky,7,19,581,30.6,0
8537,Bert Reed,2008,FR,Florida State,9,6,132,22,0
8538,Jermaine Robertson,2008,FR,Arkansas State,3,1,16,16,0
8539,Casey Robottom,2008,SO,Tulane,10,8,166,20.8,0
8540,Demarco Sampson,2008,JR,San Diego State,9,7,110,15.7,0
8541,Bryant Seidle,2008,JR,North Texas,4,1,6,6,0
8542,Kory Sheets,2008,SR,Purdue,12,14,259,18.5,0
8543,Jonathon Simpson,2008,SO,Kent State,5,2,0,0,0
8544,T.J. Simpson,2008,FR,Arizona State,2,2,43,21.5,0
8545,Paul Stephens,2008,JR,Arkansas State,5,10,266,26.6,0
8546,Jeremy Stewart,2008,SO,Stanford,7,14,328,23.4,0
8547,Martel Strange,2008,SO,UTEP,5,1,0,0,0
8548,R.P. Stuart,2008,FR,Louisiana Tech,9,1,0,0,0
8549,Joe Surratt,2008,SR,Florida State,2,1,7,7,0
8550,Desmond Tardy,2008,SR,Purdue,12,12,345,28.8,0
8551,Golden Tate,2008,SO,Notre Dame,12,25,504,20.2,0
8552,Alex Taylor,2008,JR,East Carolina,10,1,40,40,1
8553,Tony Thompson,2008,JR,Washington State,4,1,7,7,0
8554,Kenny Veal,2008,FR,Toledo,10,9,155,17.2,0
8555,Jake Walker,2008,FR,Toledo,6,4,86,21.5,0
8556,Mike Wallace,2008,SR,Ole Miss,11,31,770,24.8,1
8557,Clarence Ward,2008,,UTEP,7,11,171,15.5,0
8558,Elijah Wesson,2008,JR,Utah,7,1,16,16,0
8559,Albert Williams,2008,FR,Tulane,6,8,138,17.3,0
8560,Bryant Williams,2008,SO,New Mexico,10,3,73,24.3,0
8561,Jeremy Williams,2008,JR,Tulane,5,9,219,24.3,0
8562,Morgan Williams,2008,FR,Toledo,12,16,315,19.7,0
8563,Robert Williams,2008,FR,Louisiana-Monroe,11,33,681,20.6,0
8564,Mark Woodsum,2008,JR,Northwestern,3,1,3,3,0
8565,Mario Washington,2008,SO,Navy,7,2,30,15,0
8566,Akeem Auguste,2008,FR,South Carolina,8,1,17,17,0
8567,Patrick Dimarco,2008,SO,South Carolina,7,1,3,3,0
8568,Larry Freeman,2008,SR,South Carolina,4,1,24,24,0
8569,Terrence Austin,2008,JR,UCLA,12,46,1109,24.1,0
8570,Eric Berry,2008,SO,Tennessee,12,2,32,16,0
8571,Tim Brown,2008,JR,Rutgers,12,4,87,21.8,0
8572,Dennis Campbell,2008,JR,Rutgers,10,5,126,25.2,0
8573,Nico Herron,2008,SO,Fresno State,12,1,8,8,0
8574,Ben Jacobs,2008,SO,Fresno State,12,1,0,0,0
8575,A.J. Jefferson,2008,JR,Fresno State,10,31,908,29.3,1
8576,Gerald Jones,2008,SO,Tennessee,11,3,115,38.3,0
8577,Jason McCourty,2008,SR,Rutgers,12,15,387,25.8,0
8578,Chane Moline,2008,JR,UCLA,10,1,21,21,0
8579,Michael Norris,2008,SR,UCLA,12,1,17,17,0
8580,Mason Robinson,2008,SO,Rutgers,8,2,27,13.5,0
8581,Dennis Rogan,2008,SO,Tennessee,12,28,698,24.9,0
8582,Luke Stocker,2008,SO,Tennessee,10,1,5,5,0
8583,Trevor Theriot,2008,JR,UCLA,3,3,60,20,0
8584,Tiquan Underwood,2008,SR,Rutgers,11,18,337,18.7,0
8585,Brandon Warren,2008,SO,Tennessee,7,2,34,17,0
8586,Devon Wylie,2008,SO,Fresno State,8,2,22,11,0
8587,E.J. Adams,2008,JR,Kentucky,7,3,58,19.3,0
8588,Vic Anderson,2008,FR,Louisville,12,13,253,19.5,0
8589,Doug Beaumont,2008,SO,Louisville,12,8,180,22.5,0
8590,Brock Bolen,2008,SR,Louisville,12,1,13,13,0
8591,Chris Campa,2008,JR,Louisville,9,1,10,10,0
8592,Maurice Cantrell,2008,SR,Colorado,6,2,16,8,0
8593,Tony Dixon,2008,SR,Kentucky,12,9,203,22.6,0
8594,Winston Guy,2008,FR,Kentucky,9,8,275,34.4,0
8595,Dexter Heyman,2008,FR,Louisville,8,1,11,11,0
8596,David Jones,2008,SR,Kentucky,12,3,49,16.3,0
8597,Derrick Locke,2008,SO,Kentucky,7,11,314,28.5,1
8598,Dicky Lyons,2008,SR,Kentucky,6,1,16,16,0
8599,John Mosure,2008,SO,Colorado State,10,14,335,23.9,1
8600,Michael Myers,2008,SR,Colorado State,12,27,559,20.7,0
8601,Johnny Patrick,2008,JR,Louisville,12,3,39,13,0
8602,Bilal Powell,2008,SO,Louisville,11,5,63,12.6,0
8603,Darrell Scott,2008,FR,Colorado,11,3,31,10.3,0
8604,Michael Sipili,2008,SO,Colorado,7,1,8,8,0
8605,Alfonso Smith,2008,JR,Kentucky,12,4,93,23.3,0
8606,Josh Smith,2008,SO,Colorado,12,50,1276,25.5,1
8607,Demetrius Sumler,2008,SO,Colorado,12,7,76,10.9,0
8608,Joe Tronzo,2008,JR,Louisville,8,4,48,12,0
8609,Joe Adams,2008,FR,Arkansas,12,1,20,20,0
8610,Tarrion Adams,2008,SR,Tulsa,12,1,19,19,0
8611,Luther Ambrose,2008,FR,Louisiana-Monroe,11,23,522,22.7,1
8612,Brandon Anderson,2008,SR,Akron,11,1,17,17,0
8613,Damein Anderson,2008,FR,Mississippi State,6,1,15,15,0
8614,Justin Anderson,2008,JR,Northern Illinois,9,1,9,9,0
8615,Lars Anderson,2008,FR,Boston College,5,1,10,10,0
8616,John Angelo,2008,SO,Navy,4,10,222,22.2,0
8617,Tanner Antle,2008,SO,Tulsa,12,1,17,17,0
8618,Keola Antolin,2008,FR,Arizona,11,14,303,21.6,0
8619,Javier Arenas,2008,JR,Alabama,12,17,385,22.6,0
8620,Larry Asante,2008,JR,Nebraska,12,2,31,15.5,0
8621,Orkeys Auriene,2008,SO,Louisiana,12,1,28,28,0
8622,Jeremy Avery,2008,SO,Boise State,12,7,199,28.4,0
8623,Kama Bailey,2008,FR,Idaho,10,41,955,23.3,0
8624,Darin Baldwin,2008,SO,UCF,7,9,178,19.8,0
8625,Brandon Banks,2008,JR,Kansas State,12,18,498,27.7,1
